,roundId,roundNumber,roundTimeMillis,killId,tradedByKillId,tradedForKillId,bombId,resId,playerId,assists,referencePlayerId,eventType,damageType,weapon,impact,attackingWinProbabilityBefore,attackingWinProbabilityAfter,attackingTeamId,matchId
3045,1230280,11,17630,9976620,,,,,3043,"[{'assistId': 3632701, 'assistantId': 2359, 'damage': 0}]",3346,kill,weapon,Spectre,0.144356901,0.474637831,0.618994731,17,78940
1837,1231287,12,19738,9983763,,,,,1550,[],3043,kill,weapon,Vandal,0.144262317,0.708065419,0.852327737,286,79010
1994,1231287,12,19738,9983763,,,,,1550,[],3043,kill,weapon,Vandal,0.144262317,0.708065419,0.852327737,286,79011
4751,1226567,6,16983,9950059,,,,,1919,[],398,kill,weapon,Vandal,0.143930558,0.901374376,0.757443818,6426,77106
5048,1226567,6,16983,9950059,,,,,1919,[],398,kill,weapon,Vandal,0.143930558,0.901374376,0.757443818,6426,77107
5345,1226567,6,16983,9950059,,,,,1919,[],398,kill,weapon,Vandal,0.143930558,0.901374376,0.757443818,6426,77108
2671,1230278,9,31036,9976605,,,,,1802,"[{'assistId': 3632694, 'assistantId': 3346, 'damage': 80}]",3043,kill,weapon,Operator,0.143853396,0.366274258,0.222420862,17,78938
2847,1230278,9,31036,9976605,,,,,1802,"[{'assistId': 3632694, 'assistantId': 3346, 'damage': 80}]",3043,kill,weapon,Operator,0.143853396,0.366274258,0.222420862,17,78939
3023,1230278,9,31036,9976605,,,,,1802,"[{'assistId': 3632694, 'assistantId': 3346, 'damage': 80}]",3043,kill,weapon,Operator,0.143853396,0.366274258,0.222420862,17,78940
4315,1229117,27,43754,9968344,,9968345,,,814,"[{'assistId': 3629433, 'assistantId': 452, 'damage': 0}]",763,kill,weapon,Vandal,0.143697737,0.123565462,0.267263199,286,78837
4633,1229117,27,43754,9968344,,9968345,,,814,"[{'assistId': 3629433, 'assistantId': 452, 'damage': 0}]",763,kill,weapon,Vandal,0.143697737,0.123565462,0.267263199,286,78838
175,1236857,20,30412,10023088,,,,,2716,"[{'assistId': 3650767, 'assistantId': 398, 'damage': 0}]",4748,kill,ability,Tour de Force,0.143667858,0.604417581,0.74808544,6426,79333
438,1236857,20,30412,10023088,,,,,2716,"[{'assistId': 3650767, 'assistantId': 398, 'damage': 0}]",4748,kill,ability,Tour de Force,0.143667858,0.604417581,0.74808544,6426,79334
701,1236857,20,30412,10023088,,,,,2716,"[{'assistId': 3650767, 'assistantId': 398, 'damage': 0}]",4748,kill,ability,Tour de Force,0.143667858,0.604417581,0.74808544,6426,79335
964,1236857,20,30412,10023088,,,,,2716,"[{'assistId': 3650767, 'assistantId': 398, 'damage': 0}]",4748,kill,ability,Tour de Force,0.143667858,0.604417581,0.74808544,6426,79336
2635,1230274,5,16744,9976573,,,,,3582,"[{'assistId': 3632680, 'assistantId': 3346, 'damage': 0}]",2225,kill,weapon,Vandal,0.143091729,0.212197136,0.069105407,17,78938
2811,1230274,5,16744,9976573,,,,,3582,"[{'assistId': 3632680, 'assistantId': 3346, 'damage': 0}]",2225,kill,weapon,Vandal,0.143091729,0.212197136,0.069105407,17,78939
2987,1230274,5,16744,9976573,,,,,3582,"[{'assistId': 3632680, 'assistantId': 3346, 'damage': 0}]",2225,kill,weapon,Vandal,0.143091729,0.212197136,0.069105407,17,78940
4712,1226562,1,23319,9950032,,,,,398,[],217,kill,weapon,Ghost,0.142992601,0.802549035,0.945541636,6426,77106
5009,1226562,1,23319,9950032,,,,,398,[],217,kill,weapon,Ghost,0.142992601,0.802549035,0.945541636,6426,77107
5306,1226562,1,23319,9950032,,,,,398,[],217,kill,weapon,Ghost,0.142992601,0.802549035,0.945541636,6426,77108
2625,1230273,4,9923,9976565,,9976567,,,2335,[],3346,kill,weapon,Vandal,0.142792449,0.145044678,0.287837127,17,78938
2801,1230273,4,9923,9976565,,9976567,,,2335,[],3346,kill,weapon,Vandal,0.142792449,0.145044678,0.287837127,17,78939
2977,1230273,4,9923,9976565,,9976567,,,2335,[],3346,kill,weapon,Vandal,0.142792449,0.145044678,0.287837127,17,78940
2163,1231394,13,8763,9984531,,9984530,,,2056,"[{'assistId': 3635881, 'assistantId': 750, 'damage': 73}]",3211,kill,weapon,Ghost,0.142601949,0.135190625,0.277792574,224,79016
2344,1231394,13,8763,9984531,,9984530,,,2056,"[{'assistId': 3635881, 'assistantId': 750, 'damage': 73}]",3211,kill,weapon,Ghost,0.142601949,0.135190625,0.277792574,224,79017
2525,1231394,13,8763,9984531,,9984530,,,2056,"[{'assistId': 3635881, 'assistantId': 750, 'damage': 73}]",3211,kill,weapon,Ghost,0.142601949,0.135190625,0.277792574,224,79018
103,1236849,12,40548,10023038,,,,,4746,[],3211,kill,weapon,Vandal,0.142525942,0.15716889,0.299694832,6344,79333
366,1236849,12,40548,10023038,,,,,4746,[],3211,kill,weapon,Vandal,0.142525942,0.15716889,0.299694832,6344,79334
629,1236849,12,40548,10023038,,,,,4746,[],3211,kill,weapon,Vandal,0.142525942,0.15716889,0.299694832,6344,79335
892,1236849,12,40548,10023038,,,,,4746,[],3211,kill,weapon,Vandal,0.142525942,0.15716889,0.299694832,6344,79336
4922,1226586,25,52226,9950188,,,,,2483,"[{'assistId': 3622396, 'assistantId': 3211, 'damage': 144}]",217,kill,ability,Shock Dart,0.142385329,0.131137437,0.273522766,6426,77106
5219,1226586,25,52226,9950188,,,,,2483,"[{'assistId': 3622396, 'assistantId': 3211, 'damage': 144}]",217,kill,ability,Shock Dart,0.142385329,0.131137437,0.273522766,6426,77107
5516,1226586,25,52226,9950188,,,,,2483,"[{'assistId': 3622396, 'assistantId': 3211, 'damage': 144}]",217,kill,ability,Shock Dart,0.142385329,0.131137437,0.273522766,6426,77108
5670,1227692,9,32420,9958215,,9958214,,,2294,[],2483,kill,ability,Hunters Fury,0.142326177,0.190956719,0.048630541,6426,78781
5840,1227692,9,32420,9958215,,9958214,,,2294,[],2483,kill,ability,Hunters Fury,0.142326177,0.190956719,0.048630541,6426,78782
6010,1227692,9,32420,9958215,,9958214,,,2294,[],2483,kill,ability,Hunters Fury,0.142326177,0.190956719,0.048630541,6426,78783
2213,1231400,19,6393,9984577,,,,,10211,[],3211,kill,weapon,Operator,0.142280853,0.630475053,0.772755906,224,79016
2394,1231400,19,6393,9984577,,,,,10211,[],3211,kill,weapon,Operator,0.142280853,0.630475053,0.772755906,224,79017
2575,1231400,19,6393,9984577,,,,,10211,[],3211,kill,weapon,Operator,0.142280853,0.630475053,0.772755906,224,79018
3225,1230201,13,29764,9976066,,,,,2423,[],2937,kill,weapon,Ghost,0.141503494,0.142226577,0.283730071,1264,78840
3398,1230201,13,29764,9976066,,,,,2423,[],2937,kill,weapon,Ghost,0.141503494,0.142226577,0.283730071,1264,78841
3571,1230201,13,29764,9976066,,,,,2423,[],2937,kill,weapon,Ghost,0.141503494,0.142226577,0.283730071,1264,78842
2217,1231400,19,25796,9984574,,,,,2056,[],2841,kill,weapon,Vandal,0.141351003,0.086100465,0.227451468,224,79016
2398,1231400,19,25796,9984574,,,,,2056,[],2841,kill,weapon,Vandal,0.141351003,0.086100465,0.227451468,224,79017
2579,1231400,19,25796,9984574,,,,,2056,[],2841,kill,weapon,Vandal,0.141351003,0.086100465,0.227451468,224,79018
3673,1229906,4,92292,9973968,9973967,,,,4075,[],17788,kill,weapon,Bulldog,0.14052928,0.201700389,0.342229669,808,78748
3888,1229906,4,92292,9973968,9973967,,,,4075,[],17788,kill,weapon,Bulldog,0.14052928,0.201700389,0.342229669,808,78749
2141,1231392,11,17329,9984513,,,,,2056,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211,kill,weapon,Vandal,0.140202792,0.672478838,0.532276047,6426,79016
2322,1231392,11,17329,9984513,,,,,2056,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211,kill,weapon,Vandal,0.140202792,0.672478838,0.532276047,6426,79017
2503,1231392,11,17329,9984513,,,,,2056,"[{'assistId': 3635877, 'assistantId': 1690, 'damage': 80}]",3211,kill,weapon,Vandal,0.140202792,0.672478838,0.532276047,6426,79018
4910,1226585,24,88985,9950184,,,,,2483,[],1919,kill,weapon,Vandal,0.140195608,0.205224333,0.065028725,15,77106
5207,1226585,24,88985,9950184,,,,,2483,[],1919,kill,weapon,Vandal,0.140195608,0.205224333,0.065028725,15,77107
5504,1226585,24,88985,9950184,,,,,2483,[],1919,kill,weapon,Vandal,0.140195608,0.205224333,0.065028725,15,77108
3730,1229914,12,39846,9974014,9974011,,,,4075,[],17788,kill,weapon,Vandal,0.139909465,0.088889851,0.228799316,808,78748
3945,1229914,12,39846,9974014,9974011,,,,4075,[],17788,kill,weapon,Vandal,0.139909465,0.088889851,0.228799316,808,78749
1132,1235722,11,74965,10015130,,,,,2716,[],814,kill,weapon,Operator,0.139275788,0.194460658,0.05518487,286,79338
1269,1235722,11,74965,10015130,,,,,2716,[],814,kill,weapon,Operator,0.139275788,0.194460658,0.05518487,286,79339
1406,1235722,11,74965,10015130,,,,,2716,[],814,kill,weapon,Operator,0.139275788,0.194460658,0.05518487,286,79340
1543,1235722,11,74965,10015130,,,,,2716,[],814,kill,weapon,Operator,0.139275788,0.194460658,0.05518487,286,79341
1680,1235722,11,74965,10015130,,,,,2716,[],814,kill,weapon,Operator,0.139275788,0.194460658,0.05518487,286,79342
1888,1231293,18,23909,9983808,,,,,1256,[],1251,kill,weapon,Vandal,0.139022252,0.779428458,0.918450711,17,79010
2045,1231293,18,23909,9983808,,,,,1256,[],1251,kill,weapon,Vandal,0.139022252,0.779428458,0.918450711,17,79011
4834,1226576,15,37095,9950124,,,,,1919,[],398,kill,weapon,Vandal,0.139012178,0.089844274,0.228856452,15,77106
5131,1226576,15,37095,9950124,,,,,1919,[],398,kill,weapon,Vandal,0.139012178,0.089844274,0.228856452,15,77107
5428,1226576,15,37095,9950124,,,,,1919,[],398,kill,weapon,Vandal,0.139012178,0.089844274,0.228856452,15,77108
5678,1227693,10,36948,9958221,,,,,2841,[],6037,kill,weapon,Spectre,0.138870233,0.046441989,0.185312223,6426,78781
5848,1227693,10,36948,9958221,,,,,2841,[],6037,kill,weapon,Spectre,0.138870233,0.046441989,0.185312223,6426,78782
6018,1227693,10,36948,9958221,,,,,2841,[],6037,kill,weapon,Spectre,0.138870233,0.046441989,0.185312223,6426,78783
4,1236838,1,23387,10022961,,,,,3211,[],4748,kill,weapon,Ghost,0.138763653,0.702181047,0.563417394,6344,79333
267,1236838,1,23387,10022961,,,,,3211,[],4748,kill,weapon,Ghost,0.138763653,0.702181047,0.563417394,6344,79334
530,1236838,1,23387,10022961,,,,,3211,[],4748,kill,weapon,Ghost,0.138763653,0.702181047,0.563417394,6344,79335
793,1236838,1,23387,10022961,,,,,3211,[],4748,kill,weapon,Ghost,0.138763653,0.702181047,0.563417394,6344,79336
4385,1229124,34,90630,9968399,,9968398,,,269,"[{'assistId': 3629452, 'assistantId': 122, 'damage': 103}]",452,kill,weapon,Vandal,0.138233507,0.171149714,0.309383221,305,78837
4703,1229124,34,90630,9968399,,9968398,,,269,"[{'assistId': 3629452, 'assistantId': 122, 'damage': 103}]",452,kill,weapon,Vandal,0.138233507,0.171149714,0.309383221,305,78838
4955,1226590,29,80203,9950218,9950221,,,,3211,[],1919,kill,weapon,Vandal,0.13822809,0.491436264,0.629664354,6426,77106
5252,1226590,29,80203,9950218,9950221,,,,3211,[],1919,kill,weapon,Vandal,0.13822809,0.491436264,0.629664354,6426,77107
5549,1226590,29,80203,9950218,9950221,,,,3211,[],1919,kill,weapon,Vandal,0.13822809,0.491436264,0.629664354,6426,77108
2754,1230286,17,64610,,,,938336,,3582,[],,plant,,,0.137603113,0.269886141,0.407489254,603,78938
2930,1230286,17,64610,,,,938336,,3582,[],,plant,,,0.137603113,0.269886141,0.407489254,603,78939
3106,1230286,17,64610,,,,938336,,3582,[],,plant,,,0.137603113,0.269886141,0.407489254,603,78940
5695,1227695,12,53239,9958236,,,,,2716,[],6037,kill,weapon,Operator,0.13748313,0.068773719,0.206256849,6426,78781
5865,1227695,12,53239,9958236,,,,,2716,[],6037,kill,weapon,Operator,0.13748313,0.068773719,0.206256849,6426,78782
6035,1227695,12,53239,9958236,,,,,2716,[],6037,kill,weapon,Operator,0.13748313,0.068773719,0.206256849,6426,78783
4904,1226584,23,47200,9950175,,9950178,,,1919,"[{'assistId': 3622391, 'assistantId': 217, 'damage': 0}]",2483,kill,weapon,Vandal,0.137407435,0.828280705,0.96568814,15,77106
5201,1226584,23,47200,9950175,,9950178,,,1919,"[{'assistId': 3622391, 'assistantId': 217, 'damage': 0}]",2483,kill,weapon,Vandal,0.137407435,0.828280705,0.96568814,15,77107
5498,1226584,23,47200,9950175,,9950178,,,1919,"[{'assistId': 3622391, 'assistantId': 217, 'damage': 0}]",2483,kill,weapon,Vandal,0.137407435,0.828280705,0.96568814,15,77108
3,1236838,1,10841,10022960,,,,,3211,[],2895,kill,weapon,Ghost,0.136842897,0.839023944,0.702181047,6344,79333
266,1236838,1,10841,10022960,,,,,3211,[],2895,kill,weapon,Ghost,0.136842897,0.839023944,0.702181047,6344,79334
529,1236838,1,10841,10022960,,,,,3211,[],2895,kill,weapon,Ghost,0.136842897,0.839023944,0.702181047,6344,79335
792,1236838,1,10841,10022960,,,,,3211,[],2895,kill,weapon,Ghost,0.136842897,0.839023944,0.702181047,6344,79336
4091,1229093,3,82705,9968167,,,,,122,[],814,kill,weapon,Phantom,0.136302474,0.215444175,0.079141701,286,78837
4409,1229093,3,82705,9968167,,,,,122,[],814,kill,weapon,Phantom,0.136302474,0.215444175,0.079141701,286,78838
1889,1231293,18,24112,9983802,,,,,452,[],2335,kill,weapon,Phantom,0.136191402,0.918450711,0.782259309,17,79010
2046,1231293,18,24112,9983802,,,,,452,[],2335,kill,weapon,Phantom,0.136191402,0.918450711,0.782259309,17,79011
207,1236861,24,55611,10023114,,,,,4748,[],2483,kill,ability,Bladestorm,0.136161891,0.181978213,0.045816323,6426,79333
470,1236861,24,55611,10023114,,,,,4748,[],2483,kill,ability,Bladestorm,0.136161891,0.181978213,0.045816323,6426,79334
733,1236861,24,55611,10023114,,,,,4748,[],2483,kill,ability,Bladestorm,0.136161891,0.181978213,0.045816323,6426,79335
996,1236861,24,55611,10023114,,,,,4748,[],2483,kill,ability,Bladestorm,0.136161891,0.181978213,0.045816323,6426,79336
232,1236864,27,16291,10023132,,,,,4748,"[{'assistId': 3650777, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Operator,0.136157307,0.736386536,0.872543843,6344,79333
495,1236864,27,16291,10023132,,,,,4748,"[{'assistId': 3650777, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Operator,0.136157307,0.736386536,0.872543843,6344,79334
758,1236864,27,16291,10023132,,,,,4748,"[{'assistId': 3650777, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Operator,0.136157307,0.736386536,0.872543843,6344,79335
1021,1236864,27,16291,10023132,,,,,4748,"[{'assistId': 3650777, 'assistantId': 2294, 'damage': 0}]",2841,kill,weapon,Operator,0.136157307,0.736386536,0.872543843,6344,79336
2169,1231395,14,30794,9984535,,,,,2716,[],10211,kill,weapon,Marshal,0.136145147,0.34403129,0.207886143,224,79016
2350,1231395,14,30794,9984535,,,,,2716,[],10211,kill,weapon,Marshal,0.136145147,0.34403129,0.207886143,224,79017
2531,1231395,14,30794,9984535,,,,,2716,[],10211,kill,weapon,Marshal,0.136145147,0.34403129,0.207886143,224,79018
3171,1230194,6,34152,9976025,,,,,14543,"[{'assistId': 3632469, 'assistantId': 76, 'damage': 0}]",2749,kill,ability,Overdrive,0.1357314,0.624371349,0.760102748,1625,78840
3344,1230194,6,34152,9976025,,,,,14543,"[{'assistId': 3632469, 'assistantId': 76, 'damage': 0}]",2749,kill,ability,Overdrive,0.1357314,0.624371349,0.760102748,1625,78841
3517,1230194,6,34152,9976025,,,,,14543,"[{'assistId': 3632469, 'assistantId': 76, 'damage': 0}]",2749,kill,ability,Overdrive,0.1357314,0.624371349,0.760102748,1625,78842
1805,1231283,8,23978,9983738,9983739,,,,814,[],1256,kill,weapon,Vandal,0.135482015,0.10364937,0.239131385,286,79010
1962,1231283,8,23978,9983738,9983739,,,,814,[],1256,kill,weapon,Vandal,0.135482015,0.10364937,0.239131385,286,79011
4772,1226569,8,66587,9950075,,,,,2716,[],3363,kill,weapon,Vandal,0.135234239,0.071873573,0.207107812,6426,77106
5069,1226569,8,66587,9950075,,,,,2716,[],3363,kill,weapon,Vandal,0.135234239,0.071873573,0.207107812,6426,77107
5366,1226569,8,66587,9950075,,,,,2716,[],3363,kill,weapon,Vandal,0.135234239,0.071873573,0.207107812,6426,77108
5669,1227692,9,31628,9958214,9958215,,,,2483,[],4746,kill,weapon,Vandal,0.135108796,0.055847922,0.190956719,6426,78781
5839,1227692,9,31628,9958214,9958215,,,,2483,[],4746,kill,weapon,Vandal,0.135108796,0.055847922,0.190956719,6426,78782
6009,1227692,9,31628,9958214,9958215,,,,2483,[],4746,kill,weapon,Vandal,0.135108796,0.055847922,0.190956719,6426,78783
112,1236850,13,59155,10023046,,,,,4748,"[{'assistId': 3650753, 'assistantId': 2895, 'damage': 59}]",3211,kill,weapon,Sheriff,0.134915465,0.301799603,0.166884138,6426,79333
375,1236850,13,59155,10023046,,,,,4748,"[{'assistId': 3650753, 'assistantId': 2895, 'damage': 59}]",3211,kill,weapon,Sheriff,0.134915465,0.301799603,0.166884138,6426,79334
638,1236850,13,59155,10023046,,,,,4748,"[{'assistId': 3650753, 'assistantId': 2895, 'damage': 59}]",3211,kill,weapon,Sheriff,0.134915465,0.301799603,0.166884138,6426,79335
901,1236850,13,59155,10023046,,,,,4748,"[{'assistId': 3650753, 'assistantId': 2895, 'damage': 59}]",3211,kill,weapon,Sheriff,0.134915465,0.301799603,0.166884138,6426,79336
3668,1229905,3,48193,9973958,,,,,17788,"[{'assistId': 3631669, 'assistantId': 2056, 'damage': 133}]",4075,kill,weapon,Classic,0.1346028,0.1346028,0,808,78748
3883,1229905,3,48193,9973958,,,,,17788,"[{'assistId': 3631669, 'assistantId': 2056, 'damage': 133}]",4075,kill,weapon,Classic,0.1346028,0.1346028,0,808,78749
2200,1231398,17,85013,9984561,,,,,10211,[],2483,kill,weapon,Vandal,0.134270403,0.849355726,0.983626129,224,79016
2381,1231398,17,85013,9984561,,,,,10211,[],2483,kill,weapon,Vandal,0.134270403,0.849355726,0.983626129,224,79017
2562,1231398,17,85013,9984561,,,,,10211,[],2483,kill,weapon,Vandal,0.134270403,0.849355726,0.983626129,224,79018
4770,1226569,8,57679,9950077,,9950076,,,2483,"[{'assistId': 3622363, 'assistantId': 2841, 'damage': 80}]",1919,kill,weapon,Vandal,0.133492644,0.094194457,0.227687101,6426,77106
5067,1226569,8,57679,9950077,,9950076,,,2483,"[{'assistId': 3622363, 'assistantId': 2841, 'damage': 80}]",1919,kill,weapon,Vandal,0.133492644,0.094194457,0.227687101,6426,77107
5364,1226569,8,57679,9950077,,9950076,,,2483,"[{'assistId': 3622363, 'assistantId': 2841, 'damage': 80}]",1919,kill,weapon,Vandal,0.133492644,0.094194457,0.227687101,6426,77108
3689,1229909,7,59883,9973982,,,,,4077,[],2056,kill,weapon,Phantom,0.133458272,0.814677817,0.948136089,808,78748
3904,1229909,7,59883,9973982,,,,,4077,[],2056,kill,weapon,Phantom,0.133458272,0.814677817,0.948136089,808,78749
3245,1230203,15,58302,9976080,,,,,2423,[],76,kill,ability,Headhunter,0.133311774,0.746310433,0.879622207,1264,78840
3418,1230203,15,58302,9976080,,,,,2423,[],76,kill,ability,Headhunter,0.133311774,0.746310433,0.879622207,1264,78841
3591,1230203,15,58302,9976080,,,,,2423,[],76,kill,ability,Headhunter,0.133311774,0.746310433,0.879622207,1264,78842
2652,1230276,7,26142,9976588,9976590,,,,3346,[],2335,kill,weapon,Vandal,0.13246896,0.291979232,0.159510272,17,78938
2828,1230276,7,26142,9976588,9976590,,,,3346,[],2335,kill,weapon,Vandal,0.13246896,0.291979232,0.159510272,17,78939
3004,1230276,7,26142,9976588,9976590,,,,3346,[],2335,kill,weapon,Vandal,0.13246896,0.291979232,0.159510272,17,78940
3690,1229909,7,64475,9973978,,,,,1690,[],4077,kill,weapon,Vandal,0.132364854,0.948835493,0.816470639,808,78748
3905,1229909,7,64475,9973978,,,,,1690,[],4077,kill,weapon,Vandal,0.132364854,0.948835493,0.816470639,808,78749
82,1236846,9,93782,10023013,10023017,,,,2841,[],2294,kill,weapon,Phantom,0.132329648,0.987730139,0.855400491,6344,79333
345,1236846,9,93782,10023013,10023017,,,,2841,[],2294,kill,weapon,Phantom,0.132329648,0.987730139,0.855400491,6344,79334
608,1236846,9,93782,10023013,10023017,,,,2841,[],2294,kill,weapon,Phantom,0.132329648,0.987730139,0.855400491,6344,79335
871,1236846,9,93782,10023013,10023017,,,,2841,[],2294,kill,weapon,Phantom,0.132329648,0.987730139,0.855400491,6344,79336
4156,1229100,10,88822,9968221,9968214,,,,269,[],1251,kill,weapon,Vandal,0.132303051,0.766122366,0.633819314,286,78837
4474,1229100,10,88822,9968221,9968214,,,,269,[],1251,kill,weapon,Vandal,0.132303051,0.766122366,0.633819314,286,78838
5679,1227693,10,37452,9958224,,,,,2294,[],2483,kill,weapon,Phantom,0.132237484,0.185312223,0.053074739,6426,78781
5849,1227693,10,37452,9958224,,,,,2294,[],2483,kill,weapon,Phantom,0.132237484,0.185312223,0.053074739,6426,78782
6019,1227693,10,37452,9958224,,,,,2294,[],2483,kill,weapon,Phantom,0.132237484,0.185312223,0.053074739,6426,78783
3254,1230204,16,33011,9976088,,9976085,,,6038,[],76,kill,weapon,Vandal,0.131875277,0.106629444,0.238504722,1264,78840
3427,1230204,16,33011,9976088,,9976085,,,6038,[],76,kill,weapon,Vandal,0.131875277,0.106629444,0.238504722,1264,78841
3600,1230204,16,33011,9976088,,9976085,,,6038,[],76,kill,weapon,Vandal,0.131875277,0.106629444,0.238504722,1264,78842
1794,1231282,7,65922,9983731,,,,,2335,[],814,kill,weapon,Vandal,0.131372554,0.766089632,0.634717077,286,79010
1951,1231282,7,65922,9983731,,,,,2335,[],814,kill,weapon,Vandal,0.131372554,0.766089632,0.634717077,286,79011
1850,1231288,13,37487,9983774,,,,,814,"[{'assistId': 3635576, 'assistantId': 1251, 'damage': 60}]",2359,kill,ability,Shock Dart,0.131179447,0.191084728,0.059905281,17,79010
2007,1231288,13,37487,9983774,,,,,814,"[{'assistId': 3635576, 'assistantId': 1251, 'damage': 60}]",2359,kill,ability,Shock Dart,0.131179447,0.191084728,0.059905281,17,79011
5711,1227697,14,14348,9958253,,,,,6037,[],2483,kill,weapon,Sheriff,0.131152993,0.054615596,0.185768589,6344,78781
5881,1227697,14,14348,9958253,,,,,6037,[],2483,kill,weapon,Sheriff,0.131152993,0.054615596,0.185768589,6344,78782
6051,1227697,14,14348,9958253,,,,,6037,[],2483,kill,weapon,Sheriff,0.131152993,0.054615596,0.185768589,6344,78783
4199,1229105,15,30771,9968252,9968254,,,,814,"[{'assistId': 3629387, 'assistantId': 1550, 'damage': 62}]",763,kill,weapon,Vandal,0.130740425,0.298716282,0.167975857,305,78837
4517,1229105,15,30771,9968252,9968254,,,,814,"[{'assistId': 3629387, 'assistantId': 1550, 'damage': 62}]",763,kill,weapon,Vandal,0.130740425,0.298716282,0.167975857,305,78838
3812,1229923,21,82482,9974072,9974077,,,,10211,[],14484,kill,weapon,Operator,0.130636728,0.093278436,0.223915164,224,78748
4027,1229923,21,82482,9974072,9974077,,,,10211,[],14484,kill,weapon,Operator,0.130636728,0.093278436,0.223915164,224,78749
44,1236842,5,30707,10022992,,,,,2895,[],398,kill,weapon,Vandal,0.130584087,0.802571167,0.933155253,6344,79333
307,1236842,5,30707,10022992,,,,,2895,[],398,kill,weapon,Vandal,0.130584087,0.802571167,0.933155253,6344,79334
570,1236842,5,30707,10022992,,,,,2895,[],398,kill,weapon,Vandal,0.130584087,0.802571167,0.933155253,6344,79335
833,1236842,5,30707,10022992,,,,,2895,[],398,kill,weapon,Vandal,0.130584087,0.802571167,0.933155253,6344,79336
2170,1231395,14,72013,9984537,9984538,,,,398,[],750,kill,weapon,Spectre,0.130436878,0.188980127,0.058543249,224,79016
2351,1231395,14,72013,9984537,9984538,,,,398,[],750,kill,weapon,Spectre,0.130436878,0.188980127,0.058543249,224,79017
2532,1231395,14,72013,9984537,9984538,,,,398,[],750,kill,weapon,Spectre,0.130436878,0.188980127,0.058543249,224,79018
1864,1231290,15,13338,9983789,,,,,1251,[],1256,kill,weapon,Bulldog,0.130248,0.285169731,0.154921731,17,79010
2021,1231290,15,13338,9983789,,,,,1251,[],1256,kill,weapon,Bulldog,0.130248,0.285169731,0.154921731,17,79011
63,1236844,7,85465,10023004,,,,,3211,[],6037,kill,weapon,Operator,0.129510972,0.217281946,0.087770973,6344,79333
326,1236844,7,85465,10023004,,,,,3211,[],6037,kill,weapon,Operator,0.129510972,0.217281946,0.087770973,6344,79334
589,1236844,7,85465,10023004,,,,,3211,[],6037,kill,weapon,Operator,0.129510972,0.217281946,0.087770973,6344,79335
852,1236844,7,85465,10023004,,,,,3211,[],6037,kill,weapon,Operator,0.129510972,0.217281946,0.087770973,6344,79336
4078,1229091,1,42921,9968152,,9968150,,,814,[],2354,kill,weapon,Ghost,0.129255807,0.849889253,0.979145059,286,78837
4396,1229091,1,42921,9968152,,9968150,,,814,[],2354,kill,weapon,Ghost,0.129255807,0.849889253,0.979145059,286,78838
5687,1227694,11,27806,9958227,,,,,2841,[],2895,kill,weapon,Vandal,0.128830511,0.082836203,0.211666715,6426,78781
5857,1227694,11,27806,9958227,,,,,2841,[],2895,kill,weapon,Vandal,0.128830511,0.082836203,0.211666715,6426,78782
6027,1227694,11,27806,9958227,,,,,2841,[],2895,kill,weapon,Vandal,0.128830511,0.082836203,0.211666715,6426,78783
4150,1229099,9,53830,9968211,,,,,452,[],1012,kill,weapon,Vandal,0.128700649,0.833555969,0.962256618,286,78837
4468,1229099,9,53830,9968211,,,,,452,[],1012,kill,weapon,Vandal,0.128700649,0.833555969,0.962256618,286,78838
4912,1226585,24,93102,9950185,,,,,2483,[],217,kill,weapon,Vandal,0.128673194,0.139512622,0.010839429,15,77106
5209,1226585,24,93102,9950185,,,,,2483,[],217,kill,weapon,Vandal,0.128673194,0.139512622,0.010839429,15,77107
5506,1226585,24,93102,9950185,,,,,2483,[],217,kill,weapon,Vandal,0.128673194,0.139512622,0.010839429,15,77108
3278,1230207,19,42224,9976105,,,,,2423,[],2937,kill,weapon,Operator,0.128439328,0.096023214,0.224462541,1264,78840
3451,1230207,19,42224,9976105,,,,,2423,[],2937,kill,weapon,Operator,0.128439328,0.096023214,0.224462541,1264,78841
3624,1230207,19,42224,9976105,,,,,2423,[],2937,kill,weapon,Operator,0.128439328,0.096023214,0.224462541,1264,78842
3239,1230202,14,81082,9976075,,,,,6038,[],718,kill,weapon,Bulldog,0.128431231,0.85045738,0.978888611,1264,78840
3412,1230202,14,81082,9976075,,,,,6038,[],718,kill,weapon,Bulldog,0.128431231,0.85045738,0.978888611,1264,78841
3585,1230202,14,81082,9976075,,,,,6038,[],718,kill,weapon,Bulldog,0.128431231,0.85045738,0.978888611,1264,78842
1808,1231283,8,70066,9983740,,,,,2225,[],452,kill,weapon,Phantom,0.127788013,0.127788013,0,286,79010
1965,1231283,8,70066,9983740,,,,,2225,[],452,kill,weapon,Phantom,0.127788013,0.127788013,0,286,79011
24,1236840,3,38071,10022971,,,,,2483,[],4748,kill,weapon,Vandal,0.127439094,0.96771407,0.840274977,6344,79333
287,1236840,3,38071,10022971,,,,,2483,[],4748,kill,weapon,Vandal,0.127439094,0.96771407,0.840274977,6344,79334
